userId,Sport favoris,Longitude,Latitude,matchId,sport,team_1,team_2,pari,timestamp
6,Rubgy,-0.7155607924390001,49.1192443801,209,Rubgy,13.0,3.0,13.0,845556106
6,Rubgy,-0.7155607924390001,49.1192443801,217,Volleyball,19.0,11.0,11.0,845555382
6,Rubgy,-0.7155607924390001,49.1192443801,219,Rubgy,12.0,14.0,14.0,845556131
6,Rubgy,-0.7155607924390001,49.1192443801,224,Football,12.0,11.0,11.0,845553794
6,Rubgy,-0.7155607924390001,49.1192443801,230,Volleyball,10.0,5.0,10.0,845553966
6,Rubgy,-0.7155607924390001,49.1192443801,240,Badminton,17.0,14.0,17.0,845555571
6,Rubgy,-0.7155607924390001,49.1192443801,251,Basketball,15.0,10.0,10.0,845556257
6,Rubgy,-0.7155607924390001,49.1192443801,254,Rubgy,1.0,8.0,8.0,845555655
6,Rubgy,-0.7155607924390001,49.1192443801,271,Rubgy,7.0,3.0,7.0,845555249
6,Rubgy,-0.7155607924390001,49.1192443801,277,Rubgy,6.0,3.0,3.0,845553844
6,Rubgy,-0.7155607924390001,49.1192443801,279,Rubgy,19.0,8.0,19.0,845555436
6,Rubgy,-0.7155607924390001,49.1192443801,281,Football,5.0,15.0,5.0,845554320
6,Rubgy,-0.7155607924390001,49.1192443801,282,Rubgy,18.0,14.0,18.0,845553522
6,Rubgy,-0.7155607924390001,49.1192443801,291,Volleyball,12.0,4.0,12.0,845555571
6,Rubgy,-0.7155607924390001,49.1192443801,293,Hockey,5.0,9.0,5.0,845553660
6,Rubgy,-0.7155607924390001,49.1192443801,336,Tennis,8.0,14.0,8.0,845556223
6,Rubgy,-0.7155607924390001,49.1192443801,337,Rubgy,14.0,17.0,17.0,845553586
6,Rubgy,-0.7155607924390001,49.1192443801,354,Rubgy,17.0,5.0,17.0,845555402
6,Rubgy,-0.7155607924390001,49.1192443801,358,Rubgy,14.0,12.0,12.0,845555265
6,Rubgy,-0.7155607924390001,49.1192443801,359,Football,5.0,12.0,12.0,845556412
6,Rubgy,-0.7155607924390001,49.1192443801,361,Football,19.0,4.0,19.0,845554376
6,Rubgy,-0.7155607924390001,49.1192443801,412,Rubgy,19.0,12.0,12.0,845554505
6,Rubgy,-0.7155607924390001,49.1192443801,454,Volleyball,6.0,17.0,17.0,845553283
6,Rubgy,-0.7155607924390001,49.1192443801,490,Badminton,2.0,12.0,2.0,845554584
6,Rubgy,-0.7155607924390001,49.1192443801,491,Rubgy,4.0,17.0,17.0,845554141
6,Rubgy,-0.7155607924390001,49.1192443801,493,Ping-Pong,1.0,8.0,8.0,845555172
6,Rubgy,-0.7155607924390001,49.1192443801,508,Rubgy,4.0,16.0,16.0,845553586
6,Rubgy,-0.7155607924390001,49.1192443801,510,Rubgy,2.0,1.0,2.0,845555546
6,Rubgy,-0.7155607924390001,49.1192443801,524,Rubgy,5.0,17.0,5.0,845554479
6,Rubgy,-0.7155607924390001,49.1192443801,536,Rubgy,9.0,16.0,16.0,845556181
6,Rubgy,-0.7155607924390001,49.1192443801,537,Rubgy,11.0,8.0,8.0,845554551
6,Rubgy,-0.7155607924390001,49.1192443801,540,Badminton,15.0,19.0,19.0,845554099
6,Rubgy,-0.7155607924390001,49.1192443801,542,Football,18.0,5.0,5.0,845554524
6,Rubgy,-0.7155607924390001,49.1192443801,640,Volleyball,5.0,11.0,5.0,845555362
6,Rubgy,-0.7155607924390001,49.1192443801,662,Badminton,12.0,7.0,12.0,845556147
6,Rubgy,-0.7155607924390001,49.1192443801,667,Basketball,1.0,16.0,1.0,845555342
6,Rubgy,-0.7155607924390001,49.1192443801,694,Ping-Pong,16.0,2.0,2.0,845555694
6,Rubgy,-0.7155607924390001,49.1192443801,762,Handball,5.0,18.0,5.0,845555006
6,Rubgy,-0.7155607924390001,49.1192443801,795,Rubgy,14.0,2.0,2.0,845556506
6,Rubgy,-0.7155607924390001,49.1192443801,835,Rubgy,11.0,19.0,11.0,845556194
6,Rubgy,-0.7155607924390001,49.1192443801,838,Football,11.0,4.0,11.0,845555514
6,Rubgy,-0.7155607924390001,49.1192443801,839,Boxe,19.0,5.0,19.0,845556120
6,Rubgy,-0.7155607924390001,49.1192443801,848,Rubgy,1.0,2.0,2.0,845556340
6,Rubgy,-0.7155607924390001,49.1192443801,852,Football,16.0,7.0,7.0,845555694
6,Rubgy,-0.7155607924390001,49.1192443801,867,Handball,9.0,11.0,11.0,845556412
6,Rubgy,-0.7155607924390001,49.1192443801,891,Judo,3.0,4.0,4.0,845556241
6,Rubgy,-0.7155607924390001,49.1192443801,979,Tennis,1.0,6.0,1.0,845556808
6,Rubgy,-0.7155607924390001,49.1192443801,981,Rubgy,7.0,4.0,7.0,845556567
6,Rubgy,-0.7155607924390001,49.1192443801,991,Rubgy,14.0,15.0,14.0,845556808
6,Rubgy,-0.7155607924390001,49.1192443801,996,Hockey,1.0,19.0,1.0,845556323
6,Rubgy,-0.7155607924390001,49.1192443801,1004,Boxe,12.0,6.0,12.0,845556506
6,Rubgy,-0.7155607924390001,49.1192443801,1006,Rubgy,5.0,8.0,5.0,845556694
6,Rubgy,-0.7155607924390001,49.1192443801,1061,Badminton,2.0,5.0,2.0,845556860
6,Rubgy,-0.7155607924390001,49.1192443801,1082,Rubgy,18.0,3.0,18.0,845556278
11,Boxe,4.37558759241,46.534103870200006,349,Hockey,13.0,9.0,13.0,902154342
11,Boxe,4.37558759241,46.534103870200006,457,Badminton,2.0,16.0,16.0,902154316
11,Boxe,4.37558759241,46.534103870200006,1573,Hockey,3.0,5.0,5.0,902154542
11,Boxe,4.37558759241,46.534103870200006,474,Boxe,13.0,8.0,8.0,902154431
11,Boxe,4.37558759241,46.534103870200006,493,Ping-Pong,1.0,8.0,8.0,902154805
11,Boxe,4.37558759241,46.534103870200006,1784,Football,19.0,2.0,2.0,902155043
11,Boxe,4.37558759241,46.534103870200006,376,Boxe,16.0,2.0,16.0,902154684
11,Boxe,4.37558759241,46.534103870200006,529,Rubgy,16.0,5.0,5.0,902155043
11,Boxe,4.37558759241,46.534103870200006,1358,Rubgy,6.0,18.0,18.0,902155136
11,Boxe,4.37558759241,46.534103870200006,1438,Boxe,13.0,6.0,13.0,902154647
11,Boxe,4.37558759241,46.534103870200006,1518,Boxe,15.0,12.0,12.0,902154431
11,Boxe,4.37558759241,46.534103870200006,1608,Boxe,18.0,9.0,9.0,902154316
11,Boxe,4.37558759241,46.534103870200006,1687,Boxe,12.0,9.0,12.0,902154647
11,Boxe,4.37558759241,46.534103870200006,1840,Rubgy,2.0,11.0,2.0,901200111
11,Boxe,4.37558759241,46.534103870200006,2027,Handball,16.0,12.0,12.0,904510428
26,Rubgy,4.7823076914,47.441438005100004,349,Hockey,13.0,9.0,9.0,836950286
26,Rubgy,4.7823076914,47.441438005100004,457,Badminton,2.0,16.0,16.0,836950379
26,Rubgy,4.7823076914,47.441438005100004,300,Rubgy,17.0,19.0,19.0,836950431
26,Rubgy,4.7823076914,47.441438005100004,454,Volleyball,6.0,17.0,6.0,836950483
28,Rubgy,2.22696287829,48.8037275796,349,Hockey,13.0,9.0,13.0,1234516073
28,Rubgy,2.22696287829,48.8037275796,457,Badminton,2.0,16.0,2.0,1234515692
28,Rubgy,2.22696287829,48.8037275796,527,Tennis,16.0,9.0,16.0,1234570054
28,Rubgy,2.22696287829,48.8037275796,1732,Handball,15.0,8.0,8.0,1242031360
28,Rubgy,2.22696287829,48.8037275796,2353,Boxe,6.0,13.0,13.0,1242290159
28,Rubgy,2.22696287829,48.8037275796,2502,Handball,4.0,15.0,15.0,1234338784
28,Rubgy,2.22696287829,48.8037275796,2580,Handball,14.0,5.0,5.0,1234335075
28,Rubgy,2.22696287829,48.8037275796,2959,Hockey,9.0,5.0,5.0,1234338005
28,Rubgy,2.22696287829,48.8037275796,8798,Hockey,11.0,9.0,11.0,1234340436
28,Rubgy,2.22696287829,48.8037275796,31,Rubgy,16.0,9.0,9.0,1234334920
28,Rubgy,2.22696287829,48.8037275796,3949,Rubgy,14.0,10.0,14.0,1234338572
28,Rubgy,2.22696287829,48.8037275796,475,Rubgy,7.0,15.0,7.0,1234334912
28,Rubgy,2.22696287829,48.8037275796,898,Football,12.0,1.0,1.0,1243837286
28,Rubgy,2.22696287829,48.8037275796,3408,Rubgy,16.0,11.0,16.0,1242290472
28,Rubgy,2.22696287829,48.8037275796,3967,Rubgy,5.0,4.0,4.0,1236319976
28,Rubgy,2.22696287829,48.8037275796,300,Rubgy,17.0,19.0,17.0,1242288446
28,Rubgy,2.22696287829,48.8037275796,474,Boxe,13.0,8.0,8.0,1234515703
28,Rubgy,2.22696287829,48.8037275796,62,Rubgy,19.0,13.0,19.0,1242290542
28,Rubgy,2.22696287829,48.8037275796,224,Football,12.0,11.0,12.0,1234334917
28,Rubgy,2.22696287829,48.8037275796,293,Hockey,5.0,9.0,5.0,1234338073
28,Rubgy,2.22696287829,48.8037275796,337,Rubgy,14.0,17.0,14.0,1242031731
28,Rubgy,2.22696287829,48.8037275796,508,Rubgy,4.0,16.0,16.0,1242032407
28,Rubgy,2.22696287829,48.8037275796,524,Rubgy,5.0,17.0,17.0,1242032861
28,Rubgy,2.22696287829,48.8037275796,996,Hockey,1.0,19.0,19.0,1234516298
28,Rubgy,2.22696287829,48.8037275796,3916,Rubgy,10.0,8.0,10.0,1242031893
28,Rubgy,2.22696287829,48.8037275796,4223,Tennis,4.0,1.0,1.0,1242032494
28,Rubgy,2.22696287829,48.8037275796,8949,Football,5.0,17.0,5.0,1236313688
28,Rubgy,2.22696287829,48.8037275796,8970,Rubgy,3.0,5.0,3.0,1236313795
28,Rubgy,2.22696287829,48.8037275796,30812,Rubgy,19.0,14.0,19.0,1242288990
28,Rubgy,2.22696287829,48.8037275796,48783,Tennis,9.0,14.0,9.0,1242032873
28,Rubgy,2.22696287829,48.8037275796,1095,Rubgy,8.0,13.0,8.0,1234570537
28,Rubgy,2.22696287829,48.8037275796,3173,Rubgy,15.0,7.0,7.0,1242290846
28,Rubgy,2.22696287829,48.8037275796,30749,Tennis,16.0,4.0,4.0,1234337586
28,Rubgy,2.22696287829,48.8037275796,47099,Rubgy,7.0,9.0,9.0,1242288778
28,Rubgy,2.22696287829,48.8037275796,56367,Football,9.0,12.0,12.0,1243837445
28,Rubgy,2.22696287829,48.8037275796,529,Rubgy,16.0,5.0,5.0,1234571468
28,Rubgy,2.22696287829,48.8037275796,1358,Rubgy,6.0,18.0,18.0,1234338775
28,Rubgy,2.22696287829,48.8037275796,1608,Boxe,18.0,9.0,18.0,1242290718
28,Rubgy,2.22696287829,48.8037275796,3510,Volleyball,19.0,1.0,1.0,1242290213
28,Rubgy,2.22696287829,48.8037275796,4022,Rubgy,18.0,14.0,14.0,1242290467
28,Rubgy,2.22696287829,48.8037275796,678,Volleyball,18.0,15.0,18.0,1240211636
28,Rubgy,2.22696287829,48.8037275796,1276,Rubgy,12.0,13.0,13.0,1234338468
28,Rubgy,2.22696287829,48.8037275796,2490,Boxe,4.0,15.0,4.0,1234516086
28,Rubgy,2.22696287829,48.8037275796,1234,Handball,15.0,6.0,15.0,1234569526
28,Rubgy,2.22696287829,48.8037275796,2194,Ping-Pong,18.0,8.0,8.0,1234338803
28,Rubgy,2.22696287829,48.8037275796,64839,Rubgy,13.0,1.0,13.0,1240816020
28,Rubgy,2.22696287829,48.8037275796,3275,Hockey,15.0,19.0,15.0,1234336470
28,Rubgy,2.22696287829,48.8037275796,5995,Tennis,4.0,10.0,10.0,1234337599
28,Rubgy,2.22696287829,48.8037275796,55276,Volleyball,15.0,9.0,15.0,1234570192
28,Rubgy,2.22696287829,48.8037275796,1994,Judo,3.0,2.0,3.0,1234334964
28,Rubgy,2.22696287829,48.8037275796,3755,Volleyball,8.0,13.0,13.0,1234334925
28,Rubgy,2.22696287829,48.8037275796,4019,Rubgy,17.0,12.0,12.0,1242288498
28,Rubgy,2.22696287829,48.8037275796,4344,Ping-Pong,16.0,5.0,5.0,1234516387
28,Rubgy,2.22696287829,48.8037275796,59369,Hockey,9.0,19.0,19.0,1234338711
28,Rubgy,2.22696287829,48.8037275796,3006,Volleyball,4.0,3.0,3.0,1234334969
28,Rubgy,2.22696287829,48.8037275796,4017,Rubgy,19.0,16.0,16.0,1242290247
28,Rubgy,2.22696287829,48.8037275796,5617,Football,10.0,5.0,5.0,1234340430
28,Rubgy,2.22696287829,48.8037275796,6711,Football,17.0,7.0,17.0,1236314713
28,Rubgy,2.22696287829,48.8037275796,30707,Rubgy,5.0,8.0,5.0,1234341382
28,Rubgy,2.22696287829,48.8037275796,41997,Hockey,3.0,14.0,3.0,1234515787
28,Rubgy,2.22696287829,48.8037275796,211,Rubgy,10.0,7.0,7.0,1242107980
28,Rubgy,2.22696287829,48.8037275796,428,Rubgy,14.0,15.0,14.0,1240817486
28,Rubgy,2.22696287829,48.8037275796,481,Volleyball,10.0,1.0,1.0,1242290652
28,Rubgy,2.22696287829,48.8037275796,851,Rubgy,9.0,17.0,9.0,1242033023
28,Rubgy,2.22696287829,48.8037275796,1480,Volleyball,6.0,7.0,6.0,1277002141
28,Rubgy,2.22696287829,48.8037275796,2231,Rubgy,8.0,9.0,9.0,1242288296
28,Rubgy,2.22696287829,48.8037275796,2272,Rubgy,15.0,13.0,15.0,1242290244
28,Rubgy,2.22696287829,48.8037275796,2358,Tennis,12.0,9.0,9.0,1242031785
28,Rubgy,2.22696287829,48.8037275796,2908,Rubgy,16.0,4.0,4.0,1242288232
28,Rubgy,2.22696287829,48.8037275796,3100,Rubgy,19.0,15.0,19.0,1242032411
28,Rubgy,2.22696287829,48.8037275796,3178,Rubgy,6.0,17.0,17.0,1242031255
28,Rubgy,2.22696287829,48.8037275796,3246,Rubgy,18.0,10.0,10.0,1234570524
28,Rubgy,2.22696287829,48.8037275796,3250,Rubgy,5.0,10.0,10.0,1242033046
28,Rubgy,2.22696287829,48.8037275796,3252,Rubgy,15.0,7.0,7.0,1242032417
28,Rubgy,2.22696287829,48.8037275796,3260,Rubgy,13.0,9.0,13.0,1242289079
28,Rubgy,2.22696287829,48.8037275796,3271,Rubgy,18.0,4.0,18.0,1234569650
28,Rubgy,2.22696287829,48.8037275796,3950,Rubgy,9.0,15.0,15.0,1236315133
28,Rubgy,2.22696287829,48.8037275796,3980,Rubgy,7.0,16.0,7.0,1242290171
28,Rubgy,2.22696287829,48.8037275796,4047,Tennis,7.0,9.0,9.0,1242031374
28,Rubgy,2.22696287829,48.8037275796,4211,Rubgy,16.0,19.0,16.0,1235976182
28,Rubgy,2.22696287829,48.8037275796,4251,Volleyball,6.0,11.0,11.0,1237619121
28,Rubgy,2.22696287829,48.8037275796,4772,Rubgy,18.0,19.0,18.0,1236314250
28,Rubgy,2.22696287829,48.8037275796,4787,Rubgy,9.0,1.0,9.0,1242289083
28,Rubgy,2.22696287829,48.8037275796,5009,Rubgy,11.0,8.0,8.0,1242290723
28,Rubgy,2.22696287829,48.8037275796,5267,Rubgy,4.0,8.0,4.0,1242289147
28,Rubgy,2.22696287829,48.8037275796,5632,Rubgy,16.0,5.0,16.0,1234515119
28,Rubgy,2.22696287829,48.8037275796,5682,Rubgy,10.0,2.0,2.0,1242108379
28,Rubgy,2.22696287829,48.8037275796,5747,Tennis,6.0,1.0,6.0,1234338175
28,Rubgy,2.22696287829,48.8037275796,5955,Rubgy,16.0,3.0,3.0,1236319971
28,Rubgy,2.22696287829,48.8037275796,6281,Volleyball,16.0,19.0,16.0,1242290481
28,Rubgy,2.22696287829,48.8037275796,6565,Rubgy,17.0,18.0,17.0,1242288458
28,Rubgy,2.22696287829,48.8037275796,6957,Handball,4.0,1.0,1.0,1242290204
28,Rubgy,2.22696287829,48.8037275796,6974,Handball,3.0,15.0,3.0,1242033113
28,Rubgy,2.22696287829,48.8037275796,6993,Football,7.0,1.0,7.0,1243837374
28,Rubgy,2.22696287829,48.8037275796,7009,Rubgy,1.0,11.0,11.0,1242289903
28,Rubgy,2.22696287829,48.8037275796,7025,Tennis,1.0,6.0,1.0,1235805921
28,Rubgy,2.22696287829,48.8037275796,7263,Rubgy,4.0,16.0,4.0,1240211839
28,Rubgy,2.22696287829,48.8037275796,8010,Rubgy,8.0,18.0,8.0,1235806217
28,Rubgy,2.22696287829,48.8037275796,8378,Rubgy,16.0,7.0,7.0,1242290283
28,Rubgy,2.22696287829,48.8037275796,8951,Rubgy,1.0,5.0,1.0,1234570527
28,Rubgy,2.22696287829,48.8037275796,26695,Rubgy,10.0,16.0,16.0,1242289677
28,Rubgy,2.22696287829,48.8037275796,26812,Rubgy,3.0,7.0,7.0,1234514493
28,Rubgy,2.22696287829,48.8037275796,27408,Volleyball,13.0,12.0,12.0,1242032514
28,Rubgy,2.22696287829,48.8037275796,31101,Ping-Pong,16.0,1.0,1.0,1234570410
28,Rubgy,2.22696287829,48.8037275796,31116,Tennis,6.0,9.0,6.0,1235805645
28,Rubgy,2.22696287829,48.8037275796,31225,Rubgy,17.0,5.0,5.0,1242288487
28,Rubgy,2.22696287829,48.8037275796,31420,Hockey,1.0,9.0,1.0,1242290865
28,Rubgy,2.22696287829,48.8037275796,36527,Rubgy,4.0,7.0,7.0,1242033038
28,Rubgy,2.22696287829,48.8037275796,37739,Rubgy,8.0,10.0,8.0,1235806532
28,Rubgy,2.22696287829,48.8037275796,40414,Tennis,18.0,7.0,18.0,1240816043
28,Rubgy,2.22696287829,48.8037275796,40583,Volleyball,8.0,3.0,8.0,1242288972
28,Rubgy,2.22696287829,48.8037275796,43396,Rubgy,16.0,14.0,16.0,1234341071
28,Rubgy,2.22696287829,48.8037275796,45658,Rubgy,8.0,16.0,8.0,1236313534
28,Rubgy,2.22696287829,48.8037275796,46723,Volleyball,7.0,8.0,7.0,1236319973
28,Rubgy,2.22696287829,48.8037275796,47629,Rubgy,16.0,3.0,16.0,1234570360
28,Rubgy,2.22696287829,48.8037275796,47644,Rubgy,4.0,5.0,5.0,1236314716
28,Rubgy,2.22696287829,48.8037275796,47894,Tennis,2.0,9.0,9.0,1234337674
28,Rubgy,2.22696287829,48.8037275796,48326,Rubgy,12.0,6.0,12.0,1242290768
28,Rubgy,2.22696287829,48.8037275796,48738,Volleyball,13.0,5.0,13.0,1234338028
28,Rubgy,2.22696287829,48.8037275796,49822,Volleyball,1.0,3.0,3.0,1242289880
28,Rubgy,2.22696287829,48.8037275796,49961,Rubgy,3.0,13.0,3.0,1236228709
28,Rubgy,2.22696287829,48.8037275796,50068,Tennis,7.0,16.0,16.0,1234337590
28,Rubgy,2.22696287829,48.8037275796,51080,Volleyball,16.0,17.0,16.0,1242109122
28,Rubgy,2.22696287829,48.8037275796,52952,Rubgy,14.0,2.0,14.0,1234338058
28,Rubgy,2.22696287829,48.8037275796,55274,Rubgy,1.0,13.0,13.0,1242288903
28,Rubgy,2.22696287829,48.8037275796,55721,Hockey,3.0,9.0,3.0,1234340956
28,Rubgy,2.22696287829,48.8037275796,56607,Rubgy,2.0,8.0,8.0,1240211643
28,Rubgy,2.22696287829,48.8037275796,60046,Tennis,9.0,5.0,5.0,1242033012
28,Rubgy,2.22696287829,48.8037275796,60735,Volleyball,2.0,12.0,2.0,1234853778
28,Rubgy,2.22696287829,48.8037275796,60943,Rubgy,19.0,2.0,2.0,1234336526
28,Rubgy,2.22696287829,48.8037275796,61628,Rubgy,17.0,19.0,19.0,1234853784
28,Rubgy,2.22696287829,48.8037275796,62394,Hockey,18.0,11.0,18.0,1234853555
28,Rubgy,2.22696287829,48.8037275796,62799,Rubgy,11.0,10.0,11.0,1234853237
28,Rubgy,2.22696287829,48.8037275796,64716,Rubgy,17.0,11.0,17.0,1234850141
28,Rubgy,2.22696287829,48.8037275796,69849,Tennis,15.0,5.0,15.0,1277002828
37,Badminton,-1.0243274407,47.402313334300004,349,Hockey,13.0,9.0,9.0,845239442
37,Badminton,-1.0243274407,47.402313334300004,457,Badminton,2.0,16.0,2.0,845239442
37,Badminton,-1.0243274407,47.402313334300004,1061,Badminton,2.0,5.0,2.0,845927014
42,Rubgy,-3.29153247621,48.6345594689,349,Hockey,13.0,9.0,13.0,996218871
42,Rubgy,-3.29153247621,48.6345594689,457,Badminton,2.0,16.0,2.0,996216038
42,Rubgy,-3.29153247621,48.6345594689,527,Tennis,16.0,9.0,9.0,996217804
42,Rubgy,-3.29153247621,48.6345594689,1090,Tennis,11.0,6.0,6.0,996212773
42,Rubgy,-3.29153247621,48.6345594689,1573,Hockey,3.0,5.0,3.0,996218871
42,Rubgy,-3.29153247621,48.6345594689,2353,Boxe,6.0,13.0,13.0,996219131
42,Rubgy,-3.29153247621,48.6345594689,2502,Handball,4.0,15.0,15.0,996219191
42,Rubgy,-3.29153247621,48.6345594689,2580,Handball,14.0,5.0,5.0,996262349
42,Rubgy,-3.29153247621,48.6345594689,2959,Hockey,9.0,5.0,5.0,996217838
42,Rubgy,-3.29153247621,48.6345594689,3247,Handball,18.0,14.0,18.0,996219026
42,Rubgy,-3.29153247621,48.6345594689,1124,Rubgy,14.0,8.0,14.0,996258339
42,Rubgy,-3.29153247621,48.6345594689,3210,Football,13.0,10.0,10.0,996258623
42,Rubgy,-3.29153247621,48.6345594689,1079,Handball,14.0,18.0,18.0,996258093
42,Rubgy,-3.29153247621,48.6345594689,1883,Football,4.0,11.0,11.0,996219167
42,Rubgy,-3.29153247621,48.6345594689,1892,Badminton,1.0,7.0,1.0,996220343
42,Rubgy,-3.29153247621,48.6345594689,3408,Rubgy,16.0,11.0,16.0,996212921
42,Rubgy,-3.29153247621,48.6345594689,3481,Football,12.0,3.0,12.0,996212948
42,Rubgy,-3.29153247621,48.6345594689,11,Football,8.0,1.0,8.0,996219314
42,Rubgy,-3.29153247621,48.6345594689,195,Football,19.0,6.0,19.0,996219752
42,Rubgy,-3.29153247621,48.6345594689,361,Football,19.0,4.0,19.0,996220309
42,Rubgy,-3.29153247621,48.6345594689,490,Badminton,2.0,12.0,2.0,996220133
42,Rubgy,-3.29153247621,48.6345594689,524,Rubgy,5.0,17.0,17.0,996218906
42,Rubgy,-3.29153247621,48.6345594689,540,Badminton,15.0,19.0,15.0,996256573
42,Rubgy,-3.29153247621,48.6345594689,996,Hockey,1.0,19.0,1.0,996221269
42,Rubgy,-3.29153247621,48.6345594689,1061,Badminton,2.0,5.0,2.0,996218442
42,Rubgy,-3.29153247621,48.6345594689,1246,Rubgy,3.0,2.0,3.0,996214893
42,Rubgy,-3.29153247621,48.6345594689,1784,Football,19.0,2.0,2.0,996218988
42,Rubgy,-3.29153247621,48.6345594689,3173,Rubgy,15.0,7.0,7.0,996220281
42,Rubgy,-3.29153247621,48.6345594689,1608,Boxe,18.0,9.0,18.0,996220054
42,Rubgy,-3.29153247621,48.6345594689,1687,Boxe,12.0,9.0,12.0,996220661
42,Rubgy,-3.29153247621,48.6345594689,2541,Rubgy,11.0,13.0,11.0,996262242
42,Rubgy,-3.29153247621,48.6345594689,193,Rubgy,8.0,7.0,8.0,996256573
