userId,matchId,pari,timestamp
10,81784,5.0,1455357716
10,81845,2.0,1455302591
10,82167,7.0,1455357720
10,82499,5.0,1455398390
10,88163,13.0,1455357504
10,88810,13.0,1455399281
10,105211,10.0,1455399232
10,109853,11.0,1455357656
11,349,13.0,902154342
11,376,16.0,902154684
11,457,16.0,902154316
11,474,8.0,902154431
11,493,8.0,902154805
11,529,5.0,902155043
11,1358,18.0,902155136
11,1438,13.0,902154647
11,1518,12.0,902154431
11,1573,5.0,902154542
11,1608,9.0,902154316
11,1687,12.0,902154647
11,1784,2.0,902155043
11,1840,2.0,901200111
11,2027,12.0,904510428
12,261,12.0,1247263357
12,277,6.0,1247263371
12,838,4.0,1247264096
12,3967,4.0,1247263471
12,6942,3.0,1247264138
13,1639,10.0,987456818
13,2145,6.0,987456968
13,2541,13.0,987456818
13,3409,1.0,987895720
13,3513,13.0,987895651
13,3952,5.0,987895651
13,4148,10.0,987895720
14,4,5.0,835441653
14,193,7.0,835441371
14,282,18.0,835441239
14,337,17.0,835441239
14,351,7.0,835441686
14,376,16.0,835441620
14,448,2.0,835442201
14,491,17.0,835441672
14,508,4.0,835441558
14,524,17.0,835442007
14,527,16.0,835441371
14,539,12.0,835441415
14,540,15.0,835441794
15,293,9.0,1510571962
15,527,9.0,1510571982
15,1347,1.0,1299425144
15,2959,9.0,1510571747
15,3510,19.0,1299425097
15,3949,10.0,1510572144
15,4022,14.0,1510572048
15,69757,15.0,1299425345
15,112556,16.0,1510572466
15,115149,13.0,1510572159
15,120466,5.0,1510573154
15,143385,3.0,1510572581
15,152077,2.0,1510572535
15,160980,14.0,1510572512
16,204,3.0,1377476617
16,293,9.0,1377477870
16,527,16.0,1377476787
16,678,15.0,1377477470
16,1147,4.0,1377477315
16,1186,8.0,1377476649
16,1193,11.0,1377476813
16,1207,6.0,1377476891
16,1247,4.0,1377477535
16,1276,13.0,1377477457
16,1299,9.0,1377477583
16,2490,15.0,1377476611
16,2707,14.0,1377476693
16,2959,5.0,1377476874
16,3949,14.0,1377477886
17,293,9.0,1307262308
17,527,16.0,1305696664
17,910,10.0,1305696226
17,1090,11.0,1322629080
17,1193,19.0,1305696771
17,1234,15.0,1305696795
17,1258,5.0,1322628838
17,1263,11.0,1305696254
17,1358,6.0,1322629202
17,1732,15.0,1322629209
17,2194,18.0,1305696788
17,2502,4.0,1322629245
17,2959,5.0,1305696867
17,3949,14.0,1322629083
17,64839,1.0,1322629112
17,80463,12.0,1305696734
17,81932,14.0,1305696681
18,293,5.0,1455050049
18,337,17.0,1455748833
18,457,16.0,1477432493
18,508,4.0,1455749987
18,527,16.0,1455050006
18,1095,8.0,1502911292
18,1193,19.0,1517686025
18,1207,6.0,1455050736
18,1234,6.0,1455820726
18,1246,2.0,1455618445
18,1247,2.0,1455050172
18,1276,12.0,1456438623
18,1608,18.0,1455735712
18,1732,15.0,1456958438
18,1784,2.0,1456672335
18,1892,7.0,1458679104
18,1954,17.0,1455749673
18,2194,8.0,1464994625
18,2420,14.0,1455749756
18,2490,4.0,1504894686
18,2959,9.0,1455049351
18,3275,19.0,1455617700
18,3462,7.0,1476393345
18,3949,14.0,1455529881
18,4007,3.0,1504731757
18,4262,19.0,1456772015
18,5266,14.0,1455050827
18,5608,1.0,1455821517
18,5669,12.0,1456919349
18,5995,10.0,1455735416
18,6440,18.0,1455617896
18,6787,7.0,1534020896
18,7753,3.0,1511639311
18,8784,3.0,1466969253
18,8798,11.0,1455617710
18,8958,14.0,1466969258
18,27878,13.0,1526159893
18,30812,19.0,1455050855
18,37733,10.0,1470061020
18,47200,13.0,1455655111
18,53318,4.0,1455749879
18,55276,9.0,1476901520
18,62434,18.0,1455749428
18,64197,18.0,1500585017
18,64839,1.0,1455749206
18,65596,2.0,1470088658
18,69122,3.0,1455529969
18,69757,12.0,1455750175
18,79293,13.0,1478366123
18,88094,10.0,1457352482
18,91658,15.0,1456770596
18,92094,19.0,1466977156
18,96488,19.0,1515532582
18,98585,1.0,1517686559
18,99728,1.0,1465164460
18,112334,11.0,1456614526
18,112552,8.0,1455664748
18,118900,18.0,1483294684
18,142488,17.0,1486643850
18,144210,18.0,1455060282
18,148626,18.0,1484169587
18,157110,10.0,1485100549
18,158972,5.0,1511651100
18,160438,7.0,1473361651
18,171023,3.0,1505599943
18,180095,1.0,1534698700
18,180777,13.0,1511101918
19,291,4.0,965712018
19,293,5.0,965710720
19,328,2.0,965705076
19,351,7.0,965706045
19,372,3.0,965706507
19,407,1.0,965705059
19,422,4.0,965711481
19,423,18.0,965711598
19,457,2.0,965710781
19,474,8.0,965710914
19,490,2.0,965711106
19,537,11.0,965707576
19,539,12.0,965706839
19,540,19.0,965711928
19,542,18.0,965707983
19,640,11.0,965712018
19,742,2.0,965711994
19,762,5.0,965708038
19,839,19.0,965712018
19,852,16.0,965706209
19,879,1.0,965705195
19,906,8.0,965711014
19,910,10.0,965705661
19,1079,18.0,965705725
19,1193,19.0,965702660
19,1234,6.0,965705661
19,1258,10.0,965704863
19,1322,15.0,965705443
19,1324,11.0,965705263
19,1333,19.0,965704881
19,1342,5.0,965704952
19,1347,1.0,965704974
19,1355,4.0,965711649
19,1427,10.0,965712068
19,1457,6.0,965706728
19,1542,7.0,965706232
19,1573,5.0,965703727
19,1718,1.0,965712018
19,1732,8.0,965705896
19,1784,19.0,965706163
19,1798,3.0,965712048
19,1885,3.0,965705982
19,1888,4.0,965707419
19,1891,10.0,965705454
19,1892,7.0,965712882
19,1895,1.0,965706771
19,1963,19.0,965705725
19,1970,12.0,965705240
19,1971,10.0,965705347
19,1972,15.0,965705301
19,1973,4.0,965705322
19,1991,4.0,965705195
19,1994,2.0,965710781
19,2026,11.0,965705322
19,2027,16.0,965708217
19,2118,19.0,965711106
19,2145,6.0,965706615
19,2171,17.0,965706728
19,2243,15.0,965706114
19,2245,3.0,965706592
19,2248,1.0,965705822
19,2279,3.0,965705219
19,2320,3.0,965711342
19,2369,7.0,965707016
19,2387,12.0,965706907
19,2396,1.0,965705784
19,2446,3.0,965711873
19,2458,3.0,965708098
19,2465,10.0,965705405
19,2490,4.0,965711184
19,2502,4.0,965706185
19,2513,3.0,965705195
19,2548,4.0,965705383
19,2550,15.0,965704904
19,2719,1.0,965705383
19,2754,7.0,965705405
19,2840,16.0,965711793
19,2959,9.0,965703109
19,2995,16.0,965705322
19,3005,7.0,965711873
19,3016,13.0,965705117
19,3017,8.0,965705301
19,3063,8.0,965711769
19,3064,7.0,965711481
19,3101,16.0,965711014
19,3203,2.0,965710957
19,3247,18.0,965707419
19,3301,16.0,965703061
19,3316,2.0,965703425
19,3361,6.0,965705725
19,3370,5.0,965710720
19,3409,18.0,965703299
19,3424,2.0,965705784
19,3481,12.0,965703200
19,3510,1.0,965703236
19,3534,10.0,965703269
19,3536,10.0,965704618
19,3550,5.0,965704999
19,3685,10.0,965702660
19,3708,12.0,965711769
19,3797,2.0,965702954
19,3825,5.0,965702777
19,3835,17.0,965711413
20,1333,19.0,1054036254
20,3301,11.0,1054037596
20,3408,16.0,1054037151
20,3510,19.0,1054037270
20,3536,10.0,1054037346
20,3755,8.0,1054147193
20,3967,4.0,1054037160
20,4019,12.0,1054037081
20,4022,14.0,1054036206
20,4025,15.0,1054147190
20,4246,6.0,1054037200
20,4344,16.0,1054147210
20,4449,17.0,1054037667
20,4783,11.0,1054037095
20,4901,19.0,1054037324
20,5014,12.0,1054037384
20,5293,12.0,1054037273
20,5364,15.0,1054037333
20,5693,10.0,1054147413
20,6143,1.0,1054036826
21,293,9.0,1436989949
21,1573,5.0,1452052059
21,2378,14.0,1376822727
21,2541,11.0,1376823011
21,2959,5.0,1441392954
21,3462,2.0,1407617682
21,5266,14.0,1468113551
21,6942,10.0,1417378457
21,8529,16.0,1407617755
21,8798,9.0,1441826871
21,52973,12.0,1418846853
21,54276,1.0,1427558503
21,59369,9.0,1419025209
21,69122,8.0,1500701830
21,72641,4.0,1452051960
21,79293,13.0,1452052079
21,80463,12.0,1419025199
21,81591,12.0,1418846850
21,81845,9.0,1418846865
21,82202,1.0,1427558240
21,86068,2.0,1418063166
21,103801,9.0,1376823555
21,104211,3.0,1403460713
21,105213,3.0,1403460712
21,115149,13.0,1452052151
21,117590,10.0,1419794206
21,142536,17.0,1452051867
21,143385,3.0,1452051884
21,160872,4.0,1468113939
21,164909,1.0,1500702132
22,1193,19.0,1268726374
22,1952,1.0,1268330620
22,2541,11.0,1268726085
22,2959,5.0,1268726211
22,3006,4.0,1268726047
22,3210,10.0,1268726113
22,3481,3.0,1268726778
22,3949,14.0,1268726317
22,4017,19.0,1268727100
22,4903,19.0,1268727442
22,5617,5.0,1268726826
22,5669,12.0,1268726814
22,5673,9.0,1268727068
22,5902,9.0,1268726753
22,6711,7.0,1268726851
22,8622,1.0,1268727113
22,8784,19.0,1268727389
22,8798,11.0,1268726866
22,8958,14.0,1268727348
22,8970,3.0,1268727357
22,30707,8.0,1268726686
22,30749,4.0,1268726523
22,31410,1.0,1268726502
22,37733,10.0,1268726871
22,41997,3.0,1268726734
22,56367,12.0,1268727294
22,60766,5.0,1268726579
22,60950,17.0,1268727036
22,69122,3.0,1268727419
22,69757,12.0,1268726748
23,58,8.0,1107164183
23,175,15.0,1107162721
23,293,5.0,1107341697
23,300,17.0,1107342187
23,334,7.0,1107164085
23,454,6.0,1107342160
23,1175,4.0,1107163646
23,1193,11.0,1107163763
23,1217,6.0,1107341647
23,1218,9.0,1107164383
23,1237,11.0,1107162947
23,1258,5.0,1107341607
23,1859,12.0,1107163015
23,1952,12.0,1107341802
23,1960,9.0,1107162960
23,2194,18.0,1107342210
23,3265,3.0,1107163724
23,3424,12.0,1107341807
23,3462,2.0,1107341855
23,3949,14.0,1107162656
23,4235,7.0,1107164493
23,6440,12.0,1107341765
23,7069,10.0,1107341955
23,7932,17.0,1107341862
24,457,2.0,1458941545
24,1246,3.0,1458942000
24,1639,7.0,1458941213
24,1784,19.0,1458940984
24,4262,19.0,1458941756
24,5673,9.0,1458941243
24,8784,19.0,1458941029
24,52973,12.0,1458941098
24,102407,14.0,1458941328
25,527,16.0,1535470432
25,180095,1.0,1535470476
26,300,19.0,836950431
26,349,9.0,836950286
26,454,6.0,836950483
26,457,16.0,836950379
27,62,19.0,962684909
27,1207,6.0,962686825
27,1247,2.0,965149490
27,1276,13.0,965149456
27,1960,1.0,962686509
27,3247,18.0,962684796
27,3350,3.0,965149469
27,3451,6.0,965149512
27,3791,18.0,965149357
28,31,9.0,1234334920
28,62,19.0,1242290542
28,211,7.0,1242107980
28,224,12.0,1234334917
28,293,5.0,1234338073
28,300,17.0,1242288446
28,337,14.0,1242031731
28,349,13.0,1234516073
28,428,14.0,1240817486
28,457,2.0,1234515692
28,474,8.0,1234515703
28,475,7.0,1234334912
28,481,1.0,1242290652
28,508,16.0,1242032407
28,524,17.0,1242032861
28,527,16.0,1234570054
28,529,5.0,1234571468
28,678,18.0,1240211636
28,851,9.0,1242033023
28,898,1.0,1243837286
28,996,19.0,1234516298
28,1095,8.0,1234570537
28,1234,15.0,1234569526
28,1276,13.0,1234338468
28,1358,18.0,1234338775
28,1480,6.0,1277002141
28,1608,18.0,1242290718
28,1732,8.0,1242031360
28,1994,3.0,1234334964
28,2194,8.0,1234338803
28,2231,9.0,1242288296
28,2272,15.0,1242290244
28,2353,13.0,1242290159
28,2358,9.0,1242031785
28,2490,4.0,1234516086
28,2502,15.0,1234338784
28,2580,5.0,1234335075
28,2908,4.0,1242288232
28,2959,5.0,1234338005
28,3006,3.0,1234334969
28,3100,19.0,1242032411
28,3173,7.0,1242290846
28,3178,17.0,1242031255
28,3246,10.0,1234570524
28,3250,10.0,1242033046
28,3252,7.0,1242032417
28,3260,13.0,1242289079
28,3271,18.0,1234569650
28,3275,15.0,1234336470
28,3408,16.0,1242290472
28,3510,1.0,1242290213
28,3755,13.0,1234334925
28,3916,10.0,1242031893
28,3949,14.0,1234338572
28,3950,15.0,1236315133
28,3967,4.0,1236319976
28,3980,7.0,1242290171
28,4017,16.0,1242290247
28,4019,12.0,1242288498
28,4022,14.0,1242290467
28,4047,9.0,1242031374
28,4211,16.0,1235976182
28,4223,1.0,1242032494
28,4251,11.0,1237619121
28,4344,5.0,1234516387
28,4772,18.0,1236314250
28,4787,9.0,1242289083
28,5009,8.0,1242290723
28,5267,4.0,1242289147
28,5617,5.0,1234340430
28,5632,16.0,1234515119
28,5682,2.0,1242108379
28,5747,6.0,1234338175
28,5955,3.0,1236319971
28,5995,10.0,1234337599
28,6281,16.0,1242290481
28,6565,17.0,1242288458
28,6711,17.0,1236314713
28,6957,1.0,1242290204
28,6974,3.0,1242033113
28,6993,7.0,1243837374
28,7009,11.0,1242289903
28,7025,1.0,1235805921
28,7263,4.0,1240211839
28,8010,8.0,1235806217
28,8378,7.0,1242290283
28,8798,11.0,1234340436
28,8949,5.0,1236313688
28,8951,1.0,1234570527
28,8970,3.0,1236313795
28,26695,16.0,1242289677
28,26812,7.0,1234514493
28,27408,12.0,1242032514
28,30707,5.0,1234341382
28,30749,4.0,1234337586
28,30812,19.0,1242288990
28,31101,1.0,1234570410
28,31116,6.0,1235805645
28,31225,5.0,1242288487
28,31420,1.0,1242290865
28,36527,7.0,1242033038
28,37739,8.0,1235806532
28,40414,18.0,1240816043
28,40583,8.0,1242288972
28,41997,3.0,1234515787
28,43396,16.0,1234341071
28,45658,8.0,1236313534
28,46723,7.0,1236319973
28,47099,9.0,1242288778
28,47629,16.0,1234570360
28,47644,5.0,1236314716
28,47894,9.0,1234337674
28,48326,12.0,1242290768
28,48738,13.0,1234338028
28,48783,9.0,1242032873
28,49822,3.0,1242289880
28,49961,3.0,1236228709
28,50068,16.0,1234337590
28,51080,16.0,1242109122
28,52952,14.0,1234338058
28,55274,13.0,1242288903
28,55276,15.0,1234570192
28,55721,3.0,1234340956
28,56367,12.0,1243837445
28,56607,8.0,1240211643
28,59369,19.0,1234338711
28,60046,5.0,1242033012
28,60735,2.0,1234853778
28,60943,2.0,1234336526
28,61628,19.0,1234853784
28,62394,18.0,1234853555
28,62799,11.0,1234853237
28,64716,17.0,1234850141
28,64839,13.0,1240816020
28,69849,15.0,1277002828
29,1242,6.0,1307908267
29,1272,11.0,1308084090
29,1939,15.0,1362016593
29,2420,1.0,1307905816
29,4223,1.0,1405816293
29,5995,4.0,1308084202
29,6787,7.0,1307945581
29,26729,7.0,1308138832
29,64620,8.0,1310804277
29,81845,2.0,1307907049
31,62,13.0,850466616
31,852,16.0,850467118
31,1231,10.0,850467468
31,1246,3.0,850467468
31,1353,7.0,850467078
31,1361,1.0,850466810
31,1363,11.0,850466810
32,26,3.0,856736347
32,52,2.0,856736227
32,58,17.0,856736227
32,62,19.0,856736119
32,78,9.0,856736477
32,100,1.0,856736290
32,224,12.0,856737388
32,246,4.0,856737338
32,282,18.0,856737338
32,337,17.0,856737205
32,361,19.0,856737270
32,376,16.0,856736227
32,527,9.0,856737205
32,529,16.0,856737044
32,538,17.0,856737123
32,539,12.0,856737123
32,694,2.0,856736374
32,852,16.0,856736316
32,996,19.0,856736563
32,1061,2.0,856736405
32,1079,18.0,856737044
32,1103,3.0,856737123
32,1438,13.0,856736639
33,11,1.0,939654896
33,43,11.0,939716739
33,58,17.0,939646784
33,94,15.0,939716218
33,230,10.0,939715955
33,232,9.0,939648134
33,261,19.0,939715904
33,293,9.0,939716559
33,300,17.0,939648134
33,307,6.0,939715286
33,337,17.0,939715369
33,385,2.0,939716559
33,428,15.0,939647444
33,448,2.0,939715485
33,452,2.0,939716519
33,457,2.0,939646784
33,475,7.0,939715904
33,490,2.0,939646733
33,508,16.0,939647015
33,527,16.0,939716661
33,529,16.0,939647873
33,580,11.0,939715414
33,805,7.0,939716819
33,838,4.0,939716327
33,1056,5.0,939715955
33,1095,13.0,939716778
33,1280,4.0,939716738
33,1358,18.0,939646820
33,1365,1.0,939715749
33,1399,14.0,939716472
33,1537,5.0,939646982
33,1542,7.0,939716676
33,1545,1.0,939715414
33,1621,12.0,939716819
33,1633,8.0,939715591
33,1639,7.0,939654815
33,1672,13.0,939715620
33,1719,3.0,939715485
33,1784,2.0,939647873
33,1885,3.0,939715369
33,1888,1.0,939716559
33,2272,13.0,939715620
33,2310,18.0,939716738
33,2333,6.0,939647370
33,2336,16.0,939646982
33,2357,17.0,939654747
33,2396,8.0,939647444
33,2490,15.0,939654747
33,2501,5.0,939646784
33,2580,14.0,939646902
34,2959,9.0,1162049153
34,4246,6.0,1162048053
34,6711,7.0,1162049178
34,8622,1.0,1163954952
34,27801,4.0,1166463947
34,44974,12.0,1166463868
35,11,1.0,830939577
35,62,13.0,830939748
35,261,12.0,830939733
35,300,19.0,830939505
36,996,1.0,1100803714
36,1090,11.0,1100803399
36,1234,6.0,1100803365
36,1358,18.0,1100803352
36,1892,7.0,1100803720
36,2194,18.0,1100803540
36,3270,19.0,1100803853
36,4025,15.0,1100803619
36,5093,2.0,1100803813
36,6662,14.0,1100803749
37,349,9.0,845239442
37,457,2.0,845239442
37,1061,2.0,845927014
38,11,8.0,841341447
38,62,19.0,841341570
38,193,8.0,841341598
38,224,12.0,841341598
38,246,16.0,841341715
38,282,14.0,841341447
38,300,17.0,841341323
38,337,14.0,841341468
38,376,2.0,841341763
38,454,17.0,841341295
38,457,16.0,841341220
38,508,16.0,841341532
38,527,9.0,841341405
38,539,7.0,841341405
39,457,16.0,974789432
39,1258,10.0,974787836
39,1276,12.0,974788339
39,1954,5.0,974789327
39,1994,3.0,974787893
39,2118,19.0,974787893
39,2459,12.0,974787893
39,2580,5.0,974789690
39,3178,6.0,974789375
39,3481,3.0,974788538
40,26,18.0,832059937
40,31,16.0,832059371
40,62,13.0,832059339
40,121,15.0,832060318
40,224,12.0,832059339
40,230,10.0,832059458
40,281,5.0,832059534
40,300,19.0,832059012
40,306,3.0,832059622
40,307,6.0,832059644
40,337,14.0,832059189
40,351,15.0,832059585
40,376,2.0,832060011
40,454,6.0,832059644
40,457,16.0,832059534
40,491,4.0,832060059
40,685,7.0,832060442
41,293,5.0,1458933717
41,1225,8.0,1459367677
41,1258,5.0,1458939478
41,1732,15.0,1458938846
41,1784,2.0,1458938919
41,2959,9.0,1458933677
41,3160,7.0,1459367626
41,3301,11.0,1459367748
41,3408,11.0,1458938915
41,3916,8.0,1459367733
41,3949,10.0,1458933711
41,4022,18.0,1459367696
41,4235,15.0,1458943777
41,4246,5.0,1458940118
41,4262,19.0,1459367450
41,5014,8.0,1458939178
41,5377,4.0,1458938982
41,5995,10.0,1458939707
41,6711,7.0,1458939575
41,8949,17.0,1459367644
41,30707,8.0,1458942832
41,30812,19.0,1459367588
41,46723,7.0,1459368582
41,47099,9.0,1459367548
41,52973,12.0,1458940187
41,56367,12.0,1458939544
41,56941,16.0,1458943261
41,60950,8.0,1458939033
41,64839,13.0,1459367563
41,69122,8.0,1459367594
41,69757,15.0,1458938869
41,70293,6.0,1458939130
41,80906,13.0,1459367495
41,81591,12.0,1458939555
41,81845,9.0,1459367496
41,85774,5.0,1459367512
41,87869,14.0,1459367663
41,88163,16.0,1458942860
41,89759,13.0,1458939149
41,96829,11.0,1458943201
41,102407,14.0,1458940195
41,103980,1.0,1458939124
41,112290,6.0,1458943362
41,112552,8.0,1458939648
41,112556,16.0,1458939634
41,115149,10.0,1458943601
41,118900,1.0,1458995083
42,11,8.0,996219314
42,193,8.0,996256573
42,195,19.0,996219752
42,227,6.0,996221233
42,349,13.0,996218871
42,361,19.0,996220309
42,372,3.0,996219774
42,408,2.0,996255745
42,418,12.0,996256649
42,424,13.0,996221407
42,436,16.0,996220726
42,457,2.0,996216038
42,490,2.0,996220133
42,524,17.0,996218906
42,527,9.0,996217804
42,540,15.0,996256573
42,782,9.0,996256258
42,805,7.0,996218329
42,996,1.0,996221269
42,1061,2.0,996218442
42,1079,18.0,996258093
42,1090,6.0,996212773
42,1124,14.0,996258339
42,1231,19.0,996258009
42,1246,3.0,996214893
42,1343,11.0,996218222
42,1457,6.0,996218934
42,1573,3.0,996218871
42,1608,18.0,996220054
42,1672,13.0,996219086
42,1687,12.0,996220661
42,1784,2.0,996218988
42,1883,11.0,996219167
42,1892,1.0,996220343
42,1975,13.0,996260407
42,1976,5.0,996260489
42,2194,8.0,996258165
42,2236,10.0,996218404
42,2353,13.0,996219131
42,2369,7.0,996262268
42,2420,1.0,996258676
42,2433,7.0,996220225
42,2490,4.0,996219699
42,2502,15.0,996219191
42,2541,11.0,996262242
42,2580,5.0,996262349
42,2702,1.0,996213977
42,2707,4.0,996262104
42,2713,13.0,996262416
42,2771,6.0,996262184
42,2908,16.0,996217989
42,2959,5.0,996217838
42,3005,11.0,996262184
42,3100,15.0,996218785
42,3101,9.0,996215831
42,3173,7.0,996220281
42,3210,10.0,996258623
42,3247,18.0,996219026
42,3252,15.0,996219414
42,3261,13.0,996218816
42,3301,16.0,996213124
42,3316,2.0,996216735
42,3361,3.0,996258165
42,3408,16.0,996212921
42,3481,12.0,996212948
42,3502,7.0,996219275
42,3534,9.0,996212948
42,3755,8.0,996213058
42,3791,18.0,996259355
42,3980,16.0,996216970
42,4007,7.0,996258563
42,4008,1.0,996258942
42,4022,18.0,996213481
42,4062,7.0,996258958
42,4262,11.0,996258510
42,4280,16.0,996258536
42,4333,5.0,996216379
42,4466,2.0,996260366
42,4482,16.0,996260113
42,4541,17.0,996260018
42,4577,15.0,996259024
43,11,1.0,848993928
43,79,9.0,848994617
43,193,8.0,848994178
43,217,11.0,848994890
43,261,19.0,848994079
43,271,7.0,848994795
43,277,6.0,848994222
43,300,19.0,848993816
43,349,9.0,848993694
43,351,15.0,848994534
43,454,6.0,848993769
43,457,2.0,848993662
43,539,12.0,848993851
43,542,18.0,848994546
43,1105,15.0,848995145
44,94,15.0,869252333
44,667,1.0,869252115
44,805,7.0,869251982
44,852,16.0,869252012
44,891,4.0,869252142
44,1639,7.0,895853739
45,11,8.0,951170225
45,62,19.0,1091306047
45,261,19.0,959624314
45,457,16.0,950726408
45,474,8.0,1091306076
45,852,16.0,951170289
45,1225,9.0,1007484081
45,1242,6.0,950726408
45,1246,2.0,1121724720
45,1258,10.0,1007484543
45,1442,7.0,1021412164
45,1457,12.0,951170669
